num__age,num__annual_income,num__loan_amount,num__credit_score,num__repayment_history,num__transaction_count,num__spending_ratio,num__debt_to_income_ratio,num__avg_monthly_transactions,num__spending_to_income_ratio,cat__gender_Female,cat__gender_Male,cat__gender_Other,cat__region_East,cat__region_North,cat__region_South,cat__region_West,cat__education_level_Graduate,cat__education_level_Post-Graduate,cat__education_level_Primary,cat__education_level_Secondary,cat__employment_type_Salaried,cat__employment_type_Self-Employed,cat__employment_type_Unemployed,cat__loan_purpose_Business,cat__loan_purpose_Car,cat__loan_purpose_Education,cat__loan_purpose_Home,cat__loan_purpose_Other,default_flag
0.35714285714285715,0.4374962625996576,4.635871404084016,0.175140070554057,0.5,0.2857142857142857,-0.2977020692808962,2.2737809601979215,0.28571428571428537,-0.2977020692808963,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.14285714285714285,-0.3838775169644087,-0.1870740159454335,0.9304835028014111,0.0,-0.14285714285714285,-1.0929461529667315,0.11923684075496123,-0.14285714285714307,-1.0929461529667317,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.5,0.28737723672994797,0.7023108823285755,-0.073044200041502,0.0,-0.14285714285714285,0.706070652795244,0.26889320425857455,-0.14285714285714307,0.7060706527952442,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.2142857142857142,-0.5686182308416269,-0.37989826461575577,-0.9113924050632906,-0.5,0.14285714285714285,-0.8789299188293128,0.09750252904149453,0.14285714285714232,-0.878929918829313,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.21428571428571427,0.16044601105524797,-0.8648004905728279,1.4318323303589953,-1.0,0.0,-1.0211501086086658,-0.6192689532684444,0.0,-1.021150108608666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.21428571428571427,0.0,-0.09984092633943391,-0.3104378501763849,-0.5,-0.2857142857142857,0.18291985823710988,-0.06875651214059958,-0.28571428571428575,0.18291985823710982,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1.2142857142857142,0.5705287239798426,-0.16202390729850935,0.1328076364390952,-1.0,-0.14285714285714285,0.6045501314736481,-0.3136684655309299,-0.14285714285714307,0.6045501314736481,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.5714285714285714,-0.29714396257551434,-0.24377618204456125,0.8366881095662996,1.0,1.0,1.970961472504859,0.0003099392414989497,0.9999999999999992,1.9709614725048594,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
-0.35714285714285715,0.2307115510636161,-0.06189126758222168,-0.4083834820502182,0.0,1.0,0.15822567737510007,-0.1498400570585134,0.9999999999999992,0.15822567737510015,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.0,-0.1796990829304366,0.23327100476176407,-0.6905997094832955,-0.5,0.2857142857142857,-0.06950954613010173,0.2984685962740767,0.28571428571428537,-0.06950954613010173,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.35714285714285715,0.0,-0.08624385701015656,0.20004150238638738,1.5,-1.0,0.0635646507373957,-0.059393591870787216,-1.0,0.0635646507373958,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.35714285714285715,-0.2391732181188993,-0.638000193874615,-1.2442415438887733,-0.5,0.2857142857142857,-0.819938264547845,-0.36248730406377766,0.28571428571428537,-0.8199382645478452,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.21428571428571427,-0.12383478378664503,0.43999072479179124,-0.18261050010375593,0.0,-0.7142857142857143,0.7842688921916084,0.40703003080716443,-0.7142857142857142,0.7842688921916087,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-1.4285714285714286,0.1887291627317976,-0.8336180426622831,0.19340112056443204,0.5,-0.5714285714285714,-0.2528867040128043,-0.6039371885917044,-0.5714285714285715,-0.2528867040128044,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-1.3571428571428572,-0.6213828835248145,-0.8562282515968972,-0.16932973645984623,-0.5,1.1428571428571428,-0.5386989825082884,-0.4097761447584425,1.1428571428571423,-0.5386989825082886,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.42857142857142855,-0.6319848264436296,0.7118079721690356,-1.0682714256069725,-0.5,0.5714285714285714,-0.4120269806790899,1.4774937394107164,0.5714285714285707,-0.41202698067909,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-0.7857142857142857,-0.7896340299048681,0.46085029563607954,1.1454658642871962,0.0,0.0,-0.4152280781982393,1.6347114370830196,0.0,-0.4152280781982394,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.21428571428571427,-0.8658147240684214,-0.02148538659595336,0.09379539323511063,-0.5,-0.7142857142857143,1.9179147136160972,1.1418690147697281,-0.7142857142857142,1.9179147136160974,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.7142857142857143,-0.7211834678427871,-0.6819997260266941,1.0300892301307325,-0.5,0.7142857142857143,0.7508860180633361,-0.11993994073236423,0.7142857142857139,0.7508860180633362,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.1428571428571428,0.14104131016501287,-0.4082053897239312,-0.16268935463789183,0.0,0.5714285714285714,-0.8313707556876644,-0.32954516958397395,0.5714285714285707,-0.8313707556876646,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.1428571428571428,-0.572400275476955,-0.1602113372306485,-0.6001245071591612,-1.0,0.42857142857142855,0.1271293014747914,0.3477971550794423,0.42857142857142844,0.12712930147479135,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.14285714285714285,0.490213265858106,-0.7427596202432982,0.21083212284706349,0.5,-0.14285714285714285,0.5185777981022066,-0.5928171065860384,-0.14285714285714307,0.5185777981022068,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.07142857142857142,0.0333726483905208,-0.42318811135592527,-0.13114754098360615,-0.5,-0.7142857142857143,-0.07408254258602938,-0.30346383131082544,-0.7142857142857142,-0.07408254258602948,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
